Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS visual,Chrome 115.0.0.0,,,2023-08-03 15:34:41,2023-08-03 15:35:10,29.543s,PASSED
,,,,,,,
Test Cases/Add a new address,Chrome 115.0.0.0,,,2023-08-03 15:34:41,2023-08-03 15:35:10,29.340s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-03 15:34:41,2023-08-03 15:34:44,2.715s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-03 15:34:44,2023-08-03 15:34:44,0.449s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-08-03 15:34:44,2023-08-03 15:34:46,1.903s,PASSED
"click(findTestObject(""Menu_Account""))",Chrome 115.0.0.0,,,2023-08-03 15:34:46,2023-08-03 15:34:53,6.748s,PASSED
"setText(findTestObject(""email_login""), ""miancloud@gmail.com"")",Chrome 115.0.0.0,,,2023-08-03 15:34:53,2023-08-03 15:34:56,2.997s,PASSED
"setEncryptedText(findTestObject(""password_login""), ""y99X49qQ/aTapx2EjkpmCw=="")",Chrome 115.0.0.0,,,2023-08-03 15:34:56,2023-08-03 15:34:57,0.605s,PASSED
"click(findTestObject(""login_button""))",Chrome 115.0.0.0,,,2023-08-03 15:34:57,2023-08-03 15:34:59,2.286s,PASSED
"click(findTestObject(""view_address""))",Chrome 115.0.0.0,,,2023-08-03 15:34:59,2023-08-03 15:35:02,3.306s,PASSED
"click(findTestObject(""Add_new_address""))",Chrome 115.0.0.0,,,2023-08-03 15:35:02,2023-08-03 15:35:05,2.388s,PASSED
"setText(findTestObject(""first_name""), ""test"")",Chrome 115.0.0.0,,,2023-08-03 15:35:05,2023-08-03 15:35:05,0.770s,PASSED
"setText(findTestObject(""lastname""), ""test"")",Chrome 115.0.0.0,,,2023-08-03 15:35:05,2023-08-03 15:35:06,0.614s,PASSED
"takeFullPageScreenshotAsCheckpoint(""addressnew"")",Chrome 115.0.0.0,,,2023-08-03 15:35:06,2023-08-03 15:35:08,2.165s,PASSED
"click(findTestObject(""add_address_button""))",Chrome 115.0.0.0,,,2023-08-03 15:35:08,2023-08-03 15:35:10,1.829s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-03 15:35:10,2023-08-03 15:35:10,0.269s,PASSED
