Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS visual,Chrome 115.0.0.0,,,2023-08-04 11:56:16,2023-08-04 11:56:46,30.022s,PASSED
,,,,,,,
Test Cases/Login,Chrome 115.0.0.0,,,2023-08-04 11:56:17,2023-08-04 11:56:46,29.826s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-04 11:56:17,2023-08-04 11:56:20,3.015s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-04 11:56:20,2023-08-04 11:56:20,0.449s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-08-04 11:56:20,2023-08-04 11:56:26,6.168s,PASSED
"click(findTestObject(""Menu_Account""))",Chrome 115.0.0.0,,,2023-08-04 11:56:26,2023-08-04 11:56:33,6.406s,PASSED
"takeElementScreenshotAsCheckpoint(""login_form"", findTestObject(""LoginObject""))",Chrome 115.0.0.0,,,2023-08-04 11:56:33,2023-08-04 11:56:37,4.251s,PASSED
"setText(findTestObject(""email_login""), ""miancloud@gmail.com"")",Chrome 115.0.0.0,,,2023-08-04 11:56:37,2023-08-04 11:56:40,2.842s,PASSED
"setEncryptedText(findTestObject(""password_login""), ""y99X49qQ/aTapx2EjkpmCw=="")",Chrome 115.0.0.0,,,2023-08-04 11:56:40,2023-08-04 11:56:42,1.788s,PASSED
"takeElementScreenshotAsCheckpoint(""login_with_acc"", findTestObject(""LoginObject""))",Chrome 115.0.0.0,,,2023-08-04 11:56:42,2023-08-04 11:56:44,2.637s,PASSED
"click(findTestObject(""login_button""))",Chrome 115.0.0.0,,,2023-08-04 11:56:44,2023-08-04 11:56:46,1.685s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-04 11:56:46,2023-08-04 11:56:46,0.292s,PASSED
