Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS visual,Chrome 115.0.0.0,,,2023-08-03 15:31:23,2023-08-03 15:31:52,28.480s,PASSED
,,,,,,,
Test Cases/Add a new address,Chrome 115.0.0.0,,,2023-08-03 15:31:24,2023-08-03 15:31:52,28.272s,PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-03 15:31:24,2023-08-03 15:31:27,2.748s,PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-03 15:31:27,2023-08-03 15:31:27,0.423s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Chrome 115.0.0.0,,,2023-08-03 15:31:27,2023-08-03 15:31:29,2.331s,PASSED
"click(findTestObject(""Menu_Account""))",Chrome 115.0.0.0,,,2023-08-03 15:31:29,2023-08-03 15:31:38,8.429s,PASSED
"setText(findTestObject(""email_login""), ""miancloud@gmail.com"")",Chrome 115.0.0.0,,,2023-08-03 15:31:38,2023-08-03 15:31:40,2.467s,PASSED
"setEncryptedText(findTestObject(""password_login""), ""y99X49qQ/aTapx2EjkpmCw=="")",Chrome 115.0.0.0,,,2023-08-03 15:31:40,2023-08-03 15:31:41,0.503s,PASSED
"click(findTestObject(""login_button""))",Chrome 115.0.0.0,,,2023-08-03 15:31:41,2023-08-03 15:31:43,2.025s,PASSED
"click(findTestObject(""view_address""))",Chrome 115.0.0.0,,,2023-08-03 15:31:43,2023-08-03 15:31:45,2.227s,PASSED
"click(findTestObject(""Add_new_address""))",Chrome 115.0.0.0,,,2023-08-03 15:31:45,2023-08-03 15:31:47,1.749s,PASSED
"setText(findTestObject(""first_name""), ""test"")",Chrome 115.0.0.0,,,2023-08-03 15:31:47,2023-08-03 15:31:48,1.318s,PASSED
"setText(findTestObject(""lastname""), ""test"")",Chrome 115.0.0.0,,,2023-08-03 15:31:48,2023-08-03 15:31:49,0.580s,PASSED
"takeScreenshot(""addressnew"")",Chrome 115.0.0.0,,,2023-08-03 15:31:49,2023-08-03 15:31:50,1.048s,PASSED
"click(findTestObject(""add_address_button""))",Chrome 115.0.0.0,,,2023-08-03 15:31:50,2023-08-03 15:31:52,1.738s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-03 15:31:52,2023-08-03 15:31:52,0.391s,PASSED
