Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_01,Edge Chromium 116,,,2023-08-23 13:34:55,2023-08-23 13:37:06,2m - 10.758s,FAILED
,,,,,,,
Test Cases/Login,Edge Chromium 116,,,2023-08-23 13:36:32,2023-08-23 13:37:06,33.840s,FAILED
"openBrowser("""")",Edge Chromium 116,,,2023-08-23 13:36:32,2023-08-23 13:36:35,2.356s,PASSED
maximizeWindow(),Edge Chromium 116,,,2023-08-23 13:36:35,2023-08-23 13:36:35,0.439s,PASSED
"navigateToUrl(""https://crane-brothers.com/"")",Edge Chromium 116,,,2023-08-23 13:36:35,2023-08-23 13:36:39,3.753s,PASSED
"click(findTestObject(""Menu_Account""))",Edge Chromium 116,,,2023-08-23 13:36:39,2023-08-23 13:36:45,6.034s,PASSED
"takeElementScreenshotAsCheckpoint(""login_form"", findTestObject(""LoginObject""))",Edge Chromium 116,,,2023-08-23 13:36:45,2023-08-23 13:36:49,4.581s,PASSED
"setText(findTestObject(""email_login""), ""miancloud1@gmail.com"")",Edge Chromium 116,,,2023-08-23 13:36:49,2023-08-23 13:36:50,0.894s,PASSED
"setEncryptedText(findTestObject(""password_login""), ""y99X49qQ/aTapx2EjkpmCw=="")",Edge Chromium 116,,,2023-08-23 13:36:50,2023-08-23 13:36:51,1.110s,PASSED
"takeElementScreenshotAsCheckpoint(""login_with_acc"", findTestObject(""LoginObject""))",Edge Chromium 116,,,2023-08-23 13:36:51,2023-08-23 13:36:55,3.682s,PASSED
"click(findTestObject(""login_button""))",Edge Chromium 116,,,2023-08-23 13:36:55,2023-08-23 13:36:58,2.659s,PASSED
"verifyElementPresent(findTestObject(""My Account""), 5)",Edge Chromium 116,,,2023-08-23 13:36:58,2023-08-23 13:37:06,8.299s,FAILED
